Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Id,Xmult,ante_scaling,bonus,choose,consumable_slot,consumables,d_size,discards,dollars,extra,extra_discard_bonus,extra_disp,extra_hand_bonus,h_dollars,h_size,h_x_mult,hand_size,hand_type,hands,joker_slot,max_highlighted,min_highlighted,mod_conv,mult,no_interest,p_dollars,planets,randomize_rank_suit,remove_card,remove_faces,softlock,spectral_rate,suit_conv,t_chips,t_mult,tarots,type,voucher,vouchers
c_mercury,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,Pair,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_rough_gem,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
b_challenge,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_bloodstone,0,0,0,0,0,{},0,0,0,"{odds=2,Xmult=1.5}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_walkie_talkie,0,0,0,0,0,{},0,0,0,"{chips=10,mult=4}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_arrowhead,0,0,0,0,0,{},0,0,0,50,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
m_steel,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,1.5,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_onyx_agate,0,0,0,0,0,{},0,0,0,7,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_diet_cola,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_glass,1,0,0,0,0,{},0,0,0,0.75,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_money_tree,0,0,0,0,0,{},0,0,0,100,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_overstock_plus,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
m_glass,2,0,0,0,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_ring_master,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_ectoplasm,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
m_lucky,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,20,FALSE,20,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_neptune,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,Straight Flush,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_flower_pot,0,0,0,0,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_deja_vu,0,0,0,0,0,{},0,0,0,'Red',0,0,0,0,0,0,0,,0,0,1,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
e_base,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_observatory,0,0,0,0,0,{},0,0,0,1.5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_egg,0,0,0,0,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_wee,0,0,0,0,0,{},0,0,0,"{chips=0,chip_mod=8}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_brainstorm,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_normal_1,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_sly,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,50,0,0,Pair,,{}
j_merry_andy,0,0,0,0,0,{},3,0,0,,0,0,0,0,-1,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
m_gold,0,0,0,0,0,{},0,0,0,,0,0,0,3,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_oops,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_mr_bones,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_normal_2,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_idol,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_normal_4,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_jumbo_1,0,0,0,1,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_splash,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_jumbo_2,0,0,0,1,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_mega_1,0,0,0,2,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_matador,0,0,0,0,0,{},0,0,0,8,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_arcana_mega_2,0,0,0,2,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_hit_the_road,0,0,0,0,0,{},0,0,0,0.5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_retcon,0,0,0,0,0,{},0,0,0,10,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_four_fingers,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_duo,2,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,Pair,,{}
p_celestial_normal_3,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_celestial_normal_4,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_celestial_jumbo_1,0,0,0,1,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_trio,3,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,Three of a Kind,,{}
p_celestial_jumbo_2,0,0,0,1,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_celestial_mega_1,0,0,0,2,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_family,4,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,Four of a Kind,,{}
p_celestial_mega_2,0,0,0,2,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_ice_cream,0,0,0,0,0,{},0,0,0,"{chips=100,chip_mod=5}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_talisman,0,0,0,0,0,{},0,0,0,'Gold',0,0,0,0,0,0,0,,0,0,1,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_dna,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_spectral_jumbo_1,0,0,0,1,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_tribe,2,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,Flush,,{}
p_spectral_mega_1,0,0,0,2,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_stuntman,0,0,0,0,0,{},0,0,0,"{chip_mod=250,h_size=2}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_standard_normal_1,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_invisible,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_lucky_cat,1,0,0,0,0,{},0,0,0,0.25,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_standard_normal_2,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_standard_normal_3,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_satellite,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_planet_tycoon,0,0,0,0,0,{},0,0,0,8,0,4,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_faceless,0,0,0,0,0,{},0,0,0,"{dollars=5,faces=3}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_shoot_the_moon,0,0,0,0,0,{},0,0,0,13,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_petroglyph,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_green_joker,0,0,0,0,0,{},0,0,0,"{hand_add=1,discard_sub=1}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_drivers_license,0,0,0,0,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
b_green,0,0,0,0,0,{},0,0,0,,1,0,2,0,0,0,0,,0,0,0,0,,0,TRUE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_zany,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,12,0,Three of a Kind,,{}
j_superposition,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_cartomancer,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_todo_list,0,0,0,0,0,{},0,0,0,"{dollars=4,poker_hand='High Card'}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_world,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,3,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,Spades,0,0,0,,,{}
b_black,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,-1,1,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_directors_cut,0,0,0,0,0,{},0,0,0,10,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_cavendish,0,0,0,0,0,{},0,0,0,"{odds=1000,Xmult=3}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_gift,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_glow_up,0,0,0,0,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_card_sharp,0,0,0,0,0,{},0,0,0,{Xmult=3},0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_runner,0,0,0,0,0,{},0,0,0,"{chips=0,chip_mod=15}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_red_card,0,0,0,0,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_bootstraps,0,0,0,0,0,{},0,0,0,"{dollars=5,mult=2}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_madness,0,0,0,0,0,{},0,0,0,0.5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_caino,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_square,0,0,0,0,0,{},0,0,0,"{chips=0,chip_mod=4}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_luchador,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_seance,0,0,0,0,0,{},0,0,0,{poker_hand='Straight Flush'},0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_campfire,0,0,0,0,0,{},0,0,0,0.25,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_yorick,0,0,0,0,0,{},0,0,0,"{discards=23,xmult=1}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_riff_raff,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_midas_mask,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_vampire,1,0,0,0,0,{},0,0,0,0.1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_chicot,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_shortcut,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_perkeo,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_hologram,1,0,0,0,0,{},0,0,0,0.25,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_fool,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_spectral_normal_2,0,0,0,1,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_vagabond,0,0,0,0,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_eris,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,Flush Five,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,0,,0,0,0,,,{}
c_magician,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,2,0,m_lucky,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_trousers,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_cloud_9,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_baron,0,0,0,0,0,{},0,0,0,1.5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_rocket,0,0,0,0,0,{},0,0,0,"{dollars=1,increase=2}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_high_priestess,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,2,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_seeing_double,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_obelisk,1,0,0,0,0,{},0,0,0,0.2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_triboulet,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_empress,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,2,0,m_mult,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_burglar,0,0,0,0,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
m_mult,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,4,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_emperor,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,2,,,{}
j_photograph,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_blue_joker,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_heirophant,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,2,0,m_bonus,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_burnt,0,0,0,0,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_turtle_bean,0,0,0,0,0,{},0,0,0,"{h_mod=1,h_size=5}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_lovers,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,1,0,m_wild,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_astronomer,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_erosion,0,0,0,0,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
v_recyclomancy,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_reserved_parking,0,0,0,0,0,{},0,0,0,"{odds=2,dollars=1}",0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_mad,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,10,0,Two Pair,,{}
j_mail,0,0,0,0,0,{},0,0,0,5,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_sixth_sense,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_to_the_moon,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_wheel_of_fortune,0,0,0,0,0,{},0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_hallucination,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_droll,0,0,0,0,0,{},0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,10,0,Flush,,{}
j_fortune_teller,0,0,0,0,0,{},0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
c_grim,0,0,0,0,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,TRUE,FALSE,FALSE,0,,0,0,0,,,{}
j_juggler,0,0,0,0,0,{},0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_spectral_normal_1,0,0,0,1,0,{},0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
p_celestial_normal_2,0,0,0,1,0,{},0,0,0,3,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
j_drunkard,0,0,0,0,0,{},1,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,0,,0,0,0,,,{}
